time,fanSpeed,fanDrive
2017-02-13 18:20:21.393400,0.0,0.0
2017-02-13 18:20:21.485400,0.0,0.0
2017-02-13 18:20:21.552000,0.0,0.0
2017-02-13 18:20:21.800500,0.0,0.0
2017-02-13 18:20:21.833100,0.0,0.0
2017-02-13 18:20:21.950600,0.0,0.0
2017-02-13 18:20:21.995500,0.0,0.0
2017-02-13 18:20:22.156900,0.0,0.0
2017-02-13 18:20:22.768800,0.0,0.0
2017-02-13 18:20:23.769700,0.0,0.0
2017-02-13 18:20:23.896200,0.0,0.0
2017-02-13 18:20:23.923800,0.0,0.0
2017-02-13 18:20:24.034300,0.0,0.0
2017-02-13 18:20:24.335300,0.0,0.0
2017-02-13 18:20:24.363300,0.0,0.0
2017-02-13 18:20:24.505400,0.0,0.0
2017-02-13 18:20:24.534800,0.0,0.0
2017-02-13 18:20:24.730700,0.0,0.0
2017-02-13 18:20:24.761600,0.0,0.0
2017-02-13 18:20:24.925800,0.0,0.0
2017-02-13 18:20:25.067400,0.0,0.0
2017-02-13 18:20:25.113700,0.0,0.0
2017-02-13 18:20:25.311900,0.0,0.0
2017-02-13 18:20:25.398200,0.0,0.0
2017-02-13 18:20:25.485200,0.0,0.0
2017-02-13 18:20:25.532100,0.0,0.0
2017-02-13 18:20:25.721300,0.0,0.0
2017-02-13 18:20:25.754300,0.0,0.0
2017-02-13 18:20:25.783100,0.0,0.0
2017-02-13 18:20:25.892600,0.0,0.0
2017-02-13 18:20:25.923000,0.0,0.0
2017-02-13 18:20:26.102200,0.0,0.0
2017-02-13 18:20:26.136800,0.0,0.0
2017-02-13 18:20:26.189800,0.0,0.0
2017-02-13 18:20:26.498800,0.0,0.0
2017-02-13 18:20:26.703100,0.0,0.0
2017-02-13 18:20:26.743200,0.0,0.0
2017-02-13 18:20:26.786100,0.0,0.0
2017-02-13 18:20:27.002200,0.0,0.0
2017-02-13 18:20:27.208500,0.0,0.0
2017-02-13 18:20:27.250500,0.0,0.0
2017-02-13 18:20:27.421900,0.0,0.0
2017-02-13 18:20:27.724500,0.0,0.0
2017-02-13 18:20:30.606600,0.0,0.0
2017-02-13 18:20:30.683000,0.0,0.0
2017-02-13 18:20:30.860300,0.0,0.0
2017-02-13 18:20:30.899800,0.0,0.0
2017-02-13 18:20:31.072900,0.0,0.0
2017-02-13 18:20:31.110500,0.0,0.0
2017-02-13 18:20:31.601400,0.0,0.0
2017-02-13 18:20:31.691000,0.0,0.0
2017-02-13 18:20:31.869200,0.0,0.0
2017-02-13 18:20:31.911200,0.0,0.0
2017-02-13 18:20:31.970800,0.0,0.0
2017-02-13 18:20:32.153100,0.0,0.0
2017-02-13 18:20:32.317200,0.0,0.0
2017-02-13 18:20:32.723800,0.0,0.0
2017-02-13 18:20:33.569300,0.0,0.0
2017-02-13 18:20:35.113700,0.0,0.0
2017-02-13 18:20:35.221400,0.0,0.0
2017-02-13 18:20:36.950800,0.0,0.0
2017-02-13 18:20:37.046300,0.0,0.0
2017-02-13 18:20:37.452100,0.0,0.0
2017-02-13 18:20:37.496900,0.0,0.0
2017-02-13 18:20:37.758000,0.0,0.0
2017-02-13 18:20:38.972200,0.0,0.0
2017-02-13 18:20:43.065500,0.0,0.0
2017-02-13 18:20:43.404000,0.0,0.0
2017-02-13 18:20:43.974800,0.0,0.0
2017-02-13 18:20:44.019500,0.0,0.0
2017-02-13 18:20:44.171600,0.0,0.0
2017-02-13 18:20:44.219200,0.0,0.0
2017-02-13 18:20:44.346200,0.0,0.0
2017-02-13 18:20:44.410900,0.0,0.0
2017-02-13 18:20:44.757000,0.0,0.0
2017-02-13 18:20:44.917200,0.0,0.0
2017-02-13 18:20:44.963700,0.0,0.0
2017-02-13 18:20:45.210100,0.0,0.0
2017-02-13 18:20:45.291900,0.0,0.0
2017-02-13 18:20:45.400700,0.0,0.0
2017-02-13 18:20:45.822800,0.0,0.0
2017-02-13 18:20:46.698600,0.0,0.0
2017-02-13 18:20:46.891700,0.0,0.0
2017-02-13 18:20:47.091300,0.0,0.0
2017-02-13 18:20:47.246800,0.0,0.0
2017-02-13 18:20:47.629900,0.0,0.0
2017-02-13 18:20:47.800700,0.0,0.0
2017-02-13 18:20:48.056800,0.0,0.0
2017-02-13 18:20:49.336500,0.0,0.0
2017-02-13 18:20:50.847500,0.0,0.0
2017-02-13 18:20:50.912800,0.0,0.0
2017-02-13 18:20:51.072600,0.0,0.0
2017-02-13 18:20:51.109000,0.0,0.0
2017-02-13 18:20:51.220500,0.0,0.0
2017-02-13 18:20:51.284800,0.0,0.0
2017-02-13 18:20:51.462500,0.0,0.0
2017-02-13 18:20:51.787300,0.0,0.0
2017-02-13 18:20:51.970400,0.0,0.0
2017-02-13 18:20:52.330100,0.0,0.0
2017-02-13 18:20:52.518300,0.0,0.0
2017-02-13 18:20:52.697100,0.0,0.0
2017-02-13 18:20:52.893300,0.0,0.0
2017-02-13 18:20:53.095100,0.0,0.0
2017-02-13 18:20:53.171400,0.0,0.0
2017-02-13 18:20:53.353500,0.0,0.0
2017-02-13 18:20:53.684300,0.0,0.0
2017-02-13 18:20:53.732300,0.0,0.0
2017-02-13 18:20:53.898900,0.0,0.0
2017-02-13 18:20:54.079200,0.0,0.0
2017-02-13 18:20:54.276100,0.0,0.0
2017-02-13 18:20:54.321100,0.0,0.0
2017-02-13 18:20:54.364500,0.0,0.0
2017-02-13 18:20:54.668700,0.0,0.0
2017-02-13 18:20:54.817500,0.0,0.0
2017-02-13 18:20:55.015900,0.0,0.0
2017-02-13 18:20:55.067800,0.0,0.0
2017-02-13 18:20:55.298500,0.0,0.0
2017-02-13 18:20:55.339800,0.0,0.0
2017-02-13 18:20:55.781000,0.0,0.0
2017-02-13 18:20:55.818100,0.0,0.0
2017-02-13 18:20:55.991400,0.0,0.0
2017-02-13 18:20:56.060700,0.0,0.0
2017-02-13 18:20:56.120000,0.0,0.0
2017-02-13 18:20:56.182400,0.0,0.0
2017-02-13 18:20:56.325300,0.0,0.0
2017-02-13 18:20:56.356600,0.0,0.0
2017-02-13 18:20:56.414700,0.0,0.0
2017-02-13 18:20:56.962700,0.0,0.0
2017-02-13 18:20:57.036000,0.0,0.0
2017-02-13 18:20:57.236800,0.0,0.0
2017-02-13 18:20:57.277100,0.0,0.0
2017-02-13 18:20:57.336600,0.0,0.0
2017-02-13 18:21:00.017300,0.0,0.0
2017-02-13 18:21:01.350900,0.0,0.0
2017-02-13 18:21:02.127300,0.0,0.0
2017-02-13 18:21:04.426100,0.0,0.0
2017-02-13 18:21:04.475500,0.0,0.0
2017-02-13 18:21:04.722600,0.0,0.0
2017-02-13 18:21:04.779300,0.0,0.0
2017-02-13 18:21:04.816400,0.0,0.0
2017-02-13 18:21:04.956400,0.0,0.0
2017-02-13 18:21:06.404600,0.0,0.0
2017-02-13 18:21:06.444600,0.0,0.0
2017-02-13 18:21:06.665500,0.0,0.0
2017-02-13 18:21:06.733400,0.0,0.0
2017-02-13 18:21:06.947500,0.0,0.0
2017-02-13 18:21:06.987500,0.0,0.0
2017-02-13 18:21:07.368600,0.0,0.0
2017-02-13 18:21:07.559100,0.0,0.0
2017-02-13 18:21:07.993500,0.0,0.0
2017-02-13 18:21:08.927700,0.0,0.0
2017-02-13 18:21:08.969300,0.0,0.0
2017-02-13 18:21:09.016200,0.0,0.0
2017-02-13 18:21:09.292000,0.0,0.0
2017-02-13 18:21:09.592300,0.0,0.0
2017-02-13 18:21:09.757100,0.0,0.0
2017-02-13 18:21:09.793800,0.0,0.0
2017-02-13 18:21:09.990500,0.0,0.0
2017-02-13 18:21:10.042000,0.0,0.0
2017-02-13 18:21:10.664900,0.0,0.0
2017-02-13 18:21:10.702700,0.0,0.0
2017-02-13 18:21:10.870900,0.0,0.0
2017-02-13 18:21:10.911900,0.0,0.0
2017-02-13 18:21:11.304000,0.0,0.0
2017-02-13 18:21:11.511500,0.0,0.0
2017-02-13 18:21:11.944800,0.0,0.0
2017-02-13 18:21:12.166800,0.0,0.0
2017-02-13 18:21:12.989200,0.0,0.0
2017-02-13 18:21:17.124600,0.0,0.0
2017-02-13 18:21:17.605800,0.0,0.0
2017-02-13 18:21:17.935800,0.0,0.0
2017-02-13 18:21:18.106500,0.0,0.0
2017-02-13 18:21:18.460700,0.0,0.0
2017-02-13 18:21:18.638900,0.0,0.0
2017-02-13 18:21:18.705400,0.0,0.0
2017-02-13 18:21:18.888000,0.0,0.0
2017-02-13 18:21:21.285500,0.0,0.0
2017-02-13 18:21:29.543100,0.0,0.0
2017-02-13 18:21:29.990600,0.0,0.0
2017-02-13 18:21:30.229300,0.0,0.0
2017-02-13 18:21:30.431100,0.0,0.0
2017-02-13 18:21:30.615700,0.0,0.0
2017-02-13 18:21:30.842500,0.0,0.0
2017-02-13 18:21:30.877100,0.0,0.0
2017-02-13 18:21:31.055200,0.0,0.0
2017-02-13 18:21:32.387500,0.0,0.0
2017-02-13 18:21:32.443500,0.0,0.0
2017-02-13 18:21:32.621500,0.0,0.0
2017-02-13 18:21:32.774900,0.0,0.0
2017-02-13 18:21:32.810700,0.0,0.0
2017-02-13 18:21:33.337500,0.0,0.0
2017-02-13 18:21:33.380400,0.0,0.0
2017-02-13 18:21:34.367000,0.0,0.0
2017-02-13 18:21:36.146100,0.0,0.0
2017-02-13 18:21:36.370200,0.0,0.0
2017-02-13 18:21:36.619500,0.0,0.0
2017-02-13 18:21:36.983900,0.0,0.0
2017-02-13 18:21:37.186100,0.0,0.0
2017-02-13 18:21:39.672000,0.0,0.0
2017-02-13 18:21:41.538600,0.0,0.0
2017-02-13 18:21:47.718000,0.0,0.0
2017-02-13 18:21:51.434400,0.0,0.0
2017-02-13 18:21:51.469900,0.0,0.0
2017-02-13 18:21:51.606300,0.0,0.0
2017-02-13 18:21:51.647100,0.0,0.0
2017-02-13 18:21:51.853600,0.0,0.0
2017-02-13 18:21:51.940300,0.0,0.0
2017-02-13 18:21:52.113000,0.0,0.0
2017-02-13 18:21:52.290500,0.0,0.0
2017-02-13 18:21:52.521200,0.0,0.0
2017-02-13 18:21:52.559300,0.0,0.0
2017-02-13 18:21:52.805000,0.0,0.0
2017-02-13 18:21:52.992000,0.0,0.0
2017-02-13 18:21:53.314100,0.0,0.0
2017-02-13 18:21:53.351100,0.0,0.0
2017-02-13 18:21:53.537400,0.0,0.0
2017-02-13 18:21:53.736400,0.0,0.0
2017-02-13 18:21:53.816900,0.0,0.0
2017-02-13 18:21:53.855800,0.0,0.0
2017-02-13 18:21:54.026200,0.0,0.0
2017-02-13 18:21:54.063800,0.0,0.0
2017-02-13 18:21:54.178300,0.0,0.0
2017-02-13 18:21:54.263500,0.0,0.0
2017-02-13 18:21:54.511000,0.0,0.0
2017-02-13 18:21:54.572200,0.0,0.0
2017-02-13 18:21:54.610300,0.0,0.0
2017-02-13 18:21:54.715400,0.0,0.0
2017-02-13 18:22:00.961300,0.0,0.0
2017-02-13 18:22:01.414600,0.0,0.0
2017-02-13 18:22:01.456100,0.0,0.0
2017-02-13 18:22:01.656300,0.0,0.0
2017-02-13 18:22:01.935400,0.0,0.0
2017-02-13 18:22:04.652100,0.0,0.0
2017-02-13 18:22:04.831100,0.0,0.0
2017-02-13 18:22:04.973400,0.0,0.0
2017-02-13 18:22:05.024300,0.0,0.0
2017-02-13 18:22:05.364900,0.0,0.0
2017-02-13 18:22:05.442100,0.0,0.0
2017-02-13 18:22:05.606400,0.0,0.0
2017-02-13 18:22:05.885400,0.0,0.0
2017-02-13 18:22:06.222300,0.0,0.0
2017-02-13 18:22:06.426700,0.0,0.0
2017-02-13 18:22:06.596100,0.0,0.0
2017-02-13 18:22:11.951500,0.0,0.0
2017-02-13 18:22:15.055800,0.0,0.0
2017-02-13 18:22:15.278200,0.0,0.0
2017-02-13 18:22:15.354100,0.0,0.0
2017-02-13 18:22:15.495800,0.0,0.0
2017-02-13 18:22:15.985100,0.0,0.0
2017-02-13 18:22:16.048000,0.0,0.0
2017-02-13 18:22:16.158800,0.0,0.0
2017-02-13 18:22:16.405700,0.0,0.0
2017-02-13 18:22:16.495300,0.0,0.0
2017-02-13 18:22:16.733700,0.0,0.0
2017-02-13 18:22:17.323700,0.0,0.0
2017-02-13 18:22:17.640400,0.0,0.0
2017-02-13 18:22:17.833000,0.0,0.0
2017-02-13 18:22:17.870900,0.0,0.0
2017-02-13 18:22:18.168200,0.0,0.0
2017-02-13 18:22:18.437000,0.0,0.0
2017-02-13 18:22:18.629800,0.0,0.0
2017-02-13 18:22:18.906700,0.0,0.0
2017-02-13 18:22:19.157200,0.0,0.0
2017-02-13 18:22:19.367500,0.0,0.0
2017-02-13 18:22:19.715100,0.0,0.0
2017-02-13 18:22:19.754200,0.0,0.0
2017-02-13 18:22:20.246700,0.0,0.0
2017-02-13 18:22:20.288700,0.0,0.0
2017-02-13 18:22:20.397500,0.0,0.0
2017-02-13 18:22:20.651100,0.0,0.0
2017-02-13 18:22:20.846000,0.0,0.0
2017-02-13 18:22:21.222200,0.0,0.0
2017-02-13 18:22:23.964600,0.0,0.0
2017-02-13 18:22:24.320800,0.0,0.0
2017-02-13 18:22:25.993400,0.0,0.0
2017-02-13 18:22:30.054400,0.0,0.0
2017-02-13 18:22:30.221400,0.0,0.0
2017-02-13 18:22:30.369400,0.0,0.0
2017-02-13 18:22:30.525700,0.0,0.0
2017-02-13 18:22:30.738100,0.0,0.0
2017-02-13 18:22:30.891500,0.0,0.0
2017-02-13 18:22:30.931600,0.0,0.0
2017-02-13 18:22:31.149100,0.0,0.0
2017-02-13 18:22:31.222000,0.0,0.0
2017-02-13 18:22:31.431600,0.0,0.0
2017-02-13 18:22:31.609400,0.0,0.0
2017-02-13 18:22:32.076600,0.0,0.0
2017-02-13 18:22:32.296700,0.0,0.0
2017-02-13 18:22:32.572900,0.0,0.0
2017-02-13 18:22:32.725800,0.0,0.0
2017-02-13 18:22:32.923000,0.0,0.0
2017-02-13 18:22:33.328600,0.0,0.0
2017-02-13 18:22:33.473300,0.0,0.0
2017-02-13 18:22:33.732900,0.0,0.0
2017-02-13 18:22:34.861400,0.0,0.0
2017-02-13 18:22:40.585500,0.0,0.0
2017-02-13 18:22:45.709900,0.0,0.0
2017-02-13 18:22:49.223000,0.0,0.0
2017-02-13 18:22:49.843700,0.0,0.0
2017-02-13 18:22:50.121800,0.0,0.0
2017-02-13 18:22:50.467400,0.0,0.0
2017-02-13 18:22:50.703000,0.0,0.0
2017-02-13 18:22:50.897000,0.0,0.0
2017-02-13 18:22:51.062500,0.0,0.0
2017-02-13 18:22:51.274000,0.0,0.0
2017-02-13 18:22:51.316600,0.0,0.0
2017-02-13 18:22:51.606100,0.0,0.0
2017-02-13 18:22:51.798900,0.0,0.0
2017-02-13 18:22:52.224600,0.0,0.0
2017-02-13 18:22:52.808500,0.0,0.0
2017-02-13 18:22:53.174900,0.0,0.0
2017-02-13 18:22:55.343000,0.0,0.0
2017-02-13 18:22:57.905900,0.0,0.0
2017-02-13 18:22:59.819000,0.0,0.0
2017-02-13 18:23:00.179600,0.0,0.0
2017-02-13 18:23:00.504800,0.0,0.0
2017-02-13 18:23:00.750600,0.0,0.0
2017-02-13 18:23:01.175900,0.0,0.0
2017-02-13 18:23:01.767900,0.0,0.0
2017-02-13 18:23:02.998700,0.0,0.0
2017-02-13 18:23:05.865800,0.0,0.0
2017-02-13 18:23:06.270900,0.0,0.0
2017-02-13 18:23:06.693900,0.0,0.0
2017-02-13 18:23:07.598500,0.0,0.0
2017-02-13 18:23:07.781600,0.0,0.0
2017-02-13 18:23:08.955700,0.0,0.0
2017-02-13 18:23:13.648000,0.0,0.0
2017-02-13 18:23:13.813400,0.0,0.0
2017-02-13 18:23:13.939300,0.0,0.0
2017-02-13 18:23:14.117500,0.0,0.0
2017-02-13 18:23:14.330700,0.0,0.0
2017-02-13 18:23:15.887200,0.0,0.0
2017-02-13 18:23:16.296100,0.0,0.0
2017-02-13 18:23:27.700700,0.0,0.0
2017-02-13 18:23:29.399700,0.0,0.0
2017-02-13 18:23:29.965500,0.0,0.0
2017-02-13 18:23:30.267000,0.0,0.0
2017-02-13 18:23:30.509500,0.0,0.0
2017-02-13 18:23:30.857300,0.0,0.0
2017-02-13 18:23:31.273000,0.0,0.0
2017-02-13 18:23:31.416000,0.0,0.0
2017-02-13 18:23:32.021100,0.0,0.0
